objective,graph
3.475,v 0 O v 1 N v 2 O v 3 C v 4 C v 5 C v 6 C v 7 N v 8 C v 9 C v 10 C v 11 C v 12 C v 13 C v 14 C v 15 C v 16 C v 17 C v 18 C v 19 N v 20 N v 21 C v 22 S v 23 N v 24 C v 25 C v 26 C v 27 N v 28 C v 29 C v 30 O v 31 C v 32 C v 33 C v 34 C v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H v 60 H v 61 H v 62 H v 63 H e 0 1 = e 1 2 - e 1 3 - e 3 4 : e 3 34 : e 4 5 : e 4 35 - e 5 6 : e 5 36 - e 6 7 - e 6 33 : e 7 8 - e 7 11 - e 7 37 - e 8 9 - e 8 38 - e 9 10 - e 9 39 - e 10 11 - e 10 40 - e 11 12 - e 12 13 - e 12 23 - e 12 41 - e 13 14 - e 13 20 - e 13 42 - e 14 15 : e 14 19 : e 15 16 : e 15 43 - e 16 17 : e 16 44 - e 17 18 : e 17 45 - e 18 19 : e 18 46 - e 20 21 - e 20 47 - e 21 22 = e 21 23 - e 23 24 - e 24 25 - e 24 48 - e 24 49 - e 25 26 - e 25 50 - e 25 51 - e 26 27 - e 26 52 - e 26 53 - e 27 28 - e 27 32 - e 28 29 - e 28 54 - e 28 55 - e 29 30 - e 29 56 - e 29 57 - e 30 31 - e 31 32 - e 31 58 - e 31 59 - e 32 60 - e 32 61 - e 33 34 : e 33 62 - e 34 63 -
3.219,v 0 C v 1 C v 2 C v 3 C v 4 N v 5 C v 6 O v 7 C v 8 C v 9 N v 10 C v 11 O v 12 C v 13 C v 14 C v 15 C v 16 C v 17 C v 18 N v 19 C v 20 S v 21 C v 22 C v 23 O v 24 N v 25 C v 26 C v 27 C v 28 C v 29 F v 30 C v 31 C v 32 N v 33 N v 34 C v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H v 60 H e 0 1 - e 0 35 - e 0 36 - e 0 37 - e 1 2 - e 1 38 - e 1 39 - e 2 3 - e 2 4 - e 2 40 - e 3 41 - e 3 42 - e 3 43 - e 4 5 - e 4 44 - e 5 6 = e 5 7 - e 7 8 - e 7 45 - e 7 46 - e 8 9 - e 8 47 - e 8 48 - e 9 10 - e 9 34 - e 9 49 - e 10 11 = e 10 12 - e 12 13 : e 12 17 : e 13 14 : e 13 50 - e 14 15 : e 14 51 - e 15 16 : e 15 52 - e 16 17 : e 16 53 - e 17 18 - e 18 19 - e 18 34 - e 19 20 - e 19 32 - e 20 21 - e 21 22 - e 21 54 - e 21 55 - e 22 23 = e 22 24 - e 24 25 - e 24 56 - e 25 26 : e 25 31 : e 26 27 : e 26 57 - e 27 28 : e 27 58 - e 28 29 - e 28 30 : e 30 31 : e 30 59 - e 31 60 - e 32 33 - e 33 34 -
3.189,v 0 C v 1 C v 2 C v 3 C v 4 C v 5 C v 6 C v 7 C v 8 C v 9 O v 10 N v 11 C v 12 C v 13 O v 14 N v 15 C v 16 C v 17 C v 18 C v 19 Br v 20 C v 21 C v 22 C v 23 O v 24 C v 25 C v 26 C v 27 C v 28 C v 29 N v 30 H v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H e 0 1 - e 0 30 - e 0 31 - e 0 32 - e 1 2 : e 1 6 : e 2 3 : e 2 33 - e 3 4 : e 3 34 - e 4 5 : e 4 10 - e 5 6 : e 5 7 - e 6 35 - e 7 8 - e 7 11 - e 7 29 - e 8 9 = e 8 10 - e 10 36 - e 11 12 - e 11 24 - e 11 37 - e 12 13 = e 12 14 - e 14 15 - e 14 22 - e 15 16 : e 15 21 : e 16 17 : e 16 38 - e 17 18 : e 17 39 - e 18 19 - e 18 20 : e 20 21 : e 20 40 - e 21 41 - e 22 23 = e 22 24 - e 24 25 - e 24 42 - e 25 26 - e 25 29 - e 25 43 - e 26 27 - e 26 44 - e 26 45 - e 27 28 - e 27 46 - e 27 47 - e 28 29 - e 28 48 - e 28 49 -
3.466,v 0 C v 1 C v 2 O v 3 C v 4 O v 5 C v 6 C v 7 C v 8 C v 9 N v 10 C v 11 O v 12 C v 13 C v 14 C v 15 C v 16 C v 17 C v 18 C v 19 C v 20 N v 21 C v 22 O v 23 C v 24 C v 25 C v 26 C v 27 C v 28 C v 29 C v 30 C v 31 C v 32 C v 33 O v 34 C v 35 C v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H v 60 H v 61 H v 62 H v 63 H e 0 1 - e 0 36 - e 0 37 - e 0 38 - e 1 2 - e 1 39 - e 1 40 - e 2 3 - e 3 4 = e 3 5 - e 5 6 : e 5 35 : e 6 7 : e 6 41 - e 7 8 : e 7 42 - e 8 9 - e 8 34 : e 9 10 - e 9 43 - e 10 11 = e 10 12 - e 12 13 - e 12 20 - e 12 44 - e 13 14 - e 13 45 - e 13 46 - e 14 15 : e 14 19 : e 15 16 : e 15 47 - e 16 17 : e 16 48 - e 17 18 : e 17 49 - e 18 19 : e 18 50 - e 19 51 - e 20 21 - e 20 32 - e 21 22 = e 21 23 - e 23 24 - e 23 31 - e 23 52 - e 24 25 - e 24 30 - e 24 53 - e 25 26 = e 25 54 - e 26 27 - e 26 55 - e 27 28 - e 27 31 - e 27 56 - e 28 29 - e 28 30 - e 28 57 - e 29 30 - e 29 58 - e 29 59 - e 30 60 - e 31 32 - e 31 61 - e 32 33 = e 34 35 : e 34 62 - e 35 63 -
3.305,v 0 C v 1 C v 2 C v 3 C v 4 O v 5 N v 6 C v 7 C v 8 C v 9 C v 10 C v 11 C v 12 S v 13 C v 14 O v 15 O v 16 C v 17 C v 18 N v 19 C v 20 C v 21 C v 22 C v 23 F v 24 C v 25 Cl v 26 C v 27 S v 28 C v 29 O v 30 O v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H e 0 1 - e 0 31 - e 0 32 - e 0 33 - e 1 2 - e 1 34 - e 1 35 - e 2 3 - e 2 18 - e 2 36 - e 3 4 = e 3 5 - e 5 6 - e 5 37 - e 6 7 - e 6 8 - e 6 38 - e 7 39 - e 7 40 - e 7 41 - e 8 9 : e 8 17 : e 9 10 : e 9 42 - e 10 11 : e 10 43 - e 11 12 - e 11 16 : e 12 13 - e 12 14 = e 12 15 = e 13 44 - e 13 45 - e 13 46 - e 16 17 : e 16 47 - e 17 48 - e 18 19 - e 18 27 - e 19 20 : e 19 26 : e 20 21 : e 20 49 - e 21 22 : e 21 50 - e 22 23 - e 22 24 : e 24 25 - e 24 26 : e 26 51 - e 27 28 - e 27 29 = e 27 30 = e 28 52 - e 28 53 - e 28 54 -
3.142,v 0 C v 1 C v 2 N v 3 C v 4 C v 5 C v 6 C v 7 C v 8 C v 9 S v 10 O v 11 O v 12 C v 13 C v 14 C v 15 C v 16 N v 17 C v 18 C v 19 C v 20 C v 21 C v 22 C v 23 C v 24 S v 25 N v 26 O v 27 O v 28 C v 29 C v 30 N v 31 C v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H e 0 1 - e 0 32 - e 0 33 - e 0 34 - e 1 2 - e 1 35 - e 1 36 - e 2 3 - e 2 9 - e 3 4 : e 3 8 : e 4 5 : e 4 37 - e 5 6 : e 5 38 - e 6 7 : e 6 39 - e 7 8 : e 7 40 - e 8 41 - e 9 10 = e 9 11 = e 9 12 - e 12 13 : e 12 31 : e 13 14 : e 13 42 - e 14 15 : e 14 43 - e 15 16 - e 15 30 : e 16 17 - e 16 18 - e 17 44 - e 17 45 - e 17 46 - e 18 19 - e 18 20 - e 18 47 - e 19 48 - e 19 49 - e 19 50 - e 20 21 : e 20 29 : e 21 22 : e 21 51 - e 22 23 : e 22 52 - e 23 24 - e 23 28 : e 24 25 - e 24 26 = e 24 27 = e 25 53 - e 25 54 - e 28 29 : e 28 55 - e 29 56 - e 30 31 : e 31 57 -
3.152,v 0 C v 1 C v 2 O v 3 C v 4 O v 5 C v 6 C v 7 C v 8 N v 9 N v 10 C v 11 N v 12 C v 13 C v 14 C v 15 N v 16 C v 17 C v 18 C v 19 N v 20 C v 21 C v 22 C v 23 C v 24 C v 25 C v 26 C v 27 C v 28 C v 29 O v 30 C v 31 C v 32 C v 33 C v 34 O v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H e 0 1 - e 0 35 - e 0 36 - e 0 37 - e 1 2 - e 1 38 - e 1 39 - e 2 3 - e 3 4 = e 3 5 - e 5 6 : e 5 10 : e 6 7 - e 6 8 : e 7 40 - e 7 41 - e 7 42 - e 8 9 : e 9 10 : e 9 43 - e 10 11 - e 11 12 - e 11 33 - e 11 44 - e 12 13 - e 12 45 - e 13 14 - e 13 46 - e 14 15 : e 14 32 : e 15 16 : e 16 17 - e 16 30 : e 17 18 - e 17 47 - e 18 19 - e 18 48 - e 19 20 - e 19 28 - e 19 49 - e 20 21 - e 20 50 - e 20 51 - e 21 22 - e 21 52 - e 21 53 - e 22 23 : e 22 27 : e 23 24 : e 23 54 - e 24 25 : e 24 55 - e 25 26 : e 25 56 - e 26 27 : e 26 57 - e 27 58 - e 28 29 = e 28 30 - e 30 31 : e 31 32 : e 31 59 - e 32 33 - e 33 34 =
3.229,v 0 O v 1 C v 2 N v 3 C v 4 C v 5 C v 6 C v 7 C v 8 O v 9 C v 10 C v 11 C v 12 C v 13 C v 14 C v 15 C v 16 F v 17 N v 18 C v 19 C v 20 C v 21 C v 22 C v 23 O v 24 C v 25 O v 26 C v 27 N v 28 N v 29 N v 30 C v 31 C v 32 C v 33 C v 34 C v 35 C v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H v 60 H v 61 H v 62 H e 0 1 = e 1 2 - e 1 9 - e 2 3 - e 2 36 - e 3 4 - e 3 37 - e 3 38 - e 4 5 : e 4 8 : e 5 6 : e 5 39 - e 6 7 : e 6 40 - e 7 8 : e 7 41 - e 9 10 - e 9 17 - e 9 42 - e 10 11 : e 10 15 : e 11 12 : e 11 43 - e 12 13 : e 12 44 - e 13 14 : e 13 45 - e 14 15 : e 14 46 - e 15 16 - e 17 18 - e 17 24 - e 18 19 - e 18 47 - e 18 48 - e 19 20 - e 19 23 - e 19 49 - e 20 21 - e 20 50 - e 20 51 - e 21 22 - e 21 52 - e 21 53 - e 22 23 - e 22 54 - e 22 55 - e 24 25 = e 24 26 - e 26 27 - e 26 56 - e 26 57 - e 27 28 - e 27 35 - e 27 58 - e 28 29 - e 29 30 - e 30 31 : e 30 35 : e 31 32 : e 31 59 - e 32 33 : e 32 60 - e 33 34 : e 33 61 - e 34 35 : e 34 62 -
3.129,v 0 C v 1 C v 2 C v 3 C v 4 C v 5 N v 6 C v 7 O v 8 C v 9 C v 10 C v 11 C v 12 C v 13 O v 14 O v 15 C v 16 C v 17 O v 18 N v 19 C v 20 C v 21 C v 22 C v 23 C v 24 N v 25 S v 26 N v 27 C v 28 C v 29 C v 30 C v 31 O v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H e 0 1 - e 0 32 - e 0 33 - e 0 34 - e 1 2 - e 1 3 - e 1 35 - e 2 36 - e 2 37 - e 2 38 - e 3 4 - e 3 39 - e 3 40 - e 4 5 - e 4 41 - e 4 42 - e 5 6 - e 5 30 - e 6 7 = e 6 8 - e 8 9 : e 8 29 : e 9 10 : e 9 43 - e 10 11 : e 10 44 - e 11 12 - e 11 28 : e 12 13 = e 12 14 - e 14 15 - e 15 16 - e 15 45 - e 15 46 - e 16 17 = e 16 18 - e 18 19 - e 18 47 - e 19 20 : e 19 27 : e 20 21 : e 20 48 - e 21 22 : e 21 49 - e 22 23 : e 22 50 - e 23 24 : e 23 27 : e 24 25 : e 25 26 : e 25 51 - e 26 27 : e 28 29 : e 28 52 - e 29 30 - e 30 31 =
3.333,v 0 C v 1 C v 2 N v 3 N v 4 C v 5 O v 6 C v 7 N v 8 C v 9 C v 10 C v 11 C v 12 F v 13 C v 14 C v 15 S v 16 O v 17 O v 18 C v 19 C v 20 C v 21 C v 22 C v 23 C v 24 O v 25 C v 26 C v 27 O v 28 C v 29 C v 30 C v 31 C v 32 C v 33 C v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H e 0 1 - e 0 34 - e 0 35 - e 0 36 - e 1 2 = e 1 28 - e 2 3 - e 3 4 - e 3 37 - e 4 5 = e 4 6 - e 6 7 - e 6 38 - e 6 39 - e 7 8 - e 7 15 - e 8 9 : e 8 14 : e 9 10 : e 9 40 - e 10 11 : e 10 41 - e 11 12 - e 11 13 : e 13 14 : e 13 42 - e 14 43 - e 15 16 = e 15 17 = e 15 18 - e 18 19 : e 18 23 : e 19 20 : e 19 44 - e 20 21 : e 20 45 - e 21 22 : e 21 27 - e 22 23 : e 22 24 - e 23 46 - e 24 25 - e 25 26 - e 25 47 - e 25 48 - e 26 27 - e 26 49 - e 26 50 - e 28 29 : e 28 33 : e 29 30 : e 29 51 - e 30 31 : e 30 52 - e 31 32 : e 31 53 - e 32 33 : e 32 54 - e 33 55 -
3.958,v 0 O v 1 C v 2 C v 3 O v 4 C v 5 C v 6 C v 7 C v 8 C v 9 C v 10 C v 11 O v 12 N v 13 N v 14 C v 15 C v 16 C v 17 C v 18 C v 19 C v 20 C v 21 O v 22 C v 23 C v 24 Cl v 25 N v 26 C v 27 C v 28 C v 29 C v 30 C v 31 C v 32 F v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H e 0 1 = e 1 2 - e 1 25 - e 2 3 - e 2 33 - e 2 34 - e 3 4 - e 4 5 : e 4 23 : e 5 6 : e 5 35 - e 6 7 : e 6 36 - e 7 8 - e 7 22 : e 8 9 = e 8 37 - e 9 10 : e 9 20 : e 10 11 = e 10 12 : e 12 13 : e 12 38 - e 13 14 - e 13 20 : e 14 15 : e 14 19 : e 15 16 : e 15 39 - e 16 17 : e 16 40 - e 17 18 : e 17 41 - e 18 19 : e 18 42 - e 19 43 - e 20 21 = e 22 23 : e 22 44 - e 23 24 - e 25 26 - e 25 45 - e 26 27 : e 26 31 : e 27 28 : e 27 46 - e 28 29 : e 28 47 - e 29 30 : e 29 48 - e 30 31 : e 30 49 - e 31 32 -
3.707,v 0 C v 1 C v 2 C v 3 C v 4 O v 5 C v 6 O v 7 C v 8 C v 9 C v 10 N v 11 C v 12 C v 13 C v 14 O v 15 C v 16 C v 17 O v 18 O v 19 C v 20 C v 21 C v 22 C v 23 C v 24 C v 25 C v 26 C v 27 C v 28 N v 29 C v 30 C v 31 C v 32 C v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H v 60 H v 61 H v 62 H v 63 H v 64 H v 65 H v 66 H e 0 1 - e 0 33 - e 0 34 - e 0 35 - e 1 2 - e 1 36 - e 1 37 - e 2 3 - e 2 4 - e 2 38 - e 3 39 - e 3 40 - e 3 41 - e 4 5 - e 5 6 = e 5 7 - e 7 8 = e 7 23 - e 8 9 - e 8 10 - e 9 42 - e 9 43 - e 9 44 - e 10 11 - e 10 45 - e 11 12 = e 11 22 - e 12 13 - e 12 23 - e 13 14 = e 13 15 - e 15 16 - e 15 20 - e 15 46 - e 16 17 = e 16 18 - e 18 19 - e 19 47 - e 19 48 - e 19 49 - e 20 21 - e 20 22 - e 20 50 - e 21 51 - e 21 52 - e 21 53 - e 22 54 - e 22 55 - e 23 24 - e 23 56 - e 24 25 : e 24 32 : e 25 26 : e 25 57 - e 26 27 : e 26 58 - e 27 28 - e 27 31 : e 28 29 - e 28 30 - e 29 59 - e 29 60 - e 29 61 - e 30 62 - e 30 63 - e 30 64 - e 31 32 : e 31 65 - e 32 66 -
3.722,v 0 C v 1 C v 2 N v 3 S v 4 O v 5 O v 6 C v 7 C v 8 C v 9 C v 10 S v 11 O v 12 O v 13 N v 14 C v 15 C v 16 C v 17 C v 18 C v 19 C v 20 C v 21 C v 22 C v 23 C v 24 C v 25 C v 26 C v 27 F v 28 C v 29 C v 30 H v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H e 0 1 - e 0 30 - e 0 31 - e 0 32 - e 1 2 - e 1 23 - e 1 33 - e 2 3 - e 2 34 - e 3 4 = e 3 5 = e 3 6 - e 6 7 : e 6 22 : e 7 8 : e 7 35 - e 8 9 : e 8 36 - e 9 10 - e 9 21 : e 10 11 = e 10 12 = e 10 13 - e 13 14 - e 13 37 - e 14 15 - e 14 19 - e 14 38 - e 15 16 - e 15 39 - e 15 40 - e 16 17 - e 16 41 - e 16 42 - e 17 18 - e 17 43 - e 17 44 - e 18 19 - e 18 45 - e 18 46 - e 19 20 - e 19 47 - e 20 48 - e 20 49 - e 20 50 - e 21 22 : e 21 51 - e 22 52 - e 23 24 : e 23 29 : e 24 25 : e 24 53 - e 25 26 : e 25 54 - e 26 27 - e 26 28 : e 28 29 : e 28 55 - e 29 56 -
3.744,v 0 O v 1 C v 2 C v 3 C v 4 C v 5 C v 6 C v 7 N v 8 C v 9 C v 10 C v 11 O v 12 C v 13 C v 14 C v 15 C v 16 C v 17 C v 18 C v 19 O v 20 C v 21 C v 22 N v 23 C v 24 C v 25 N v 26 C v 27 C v 28 C v 29 C v 30 C v 31 C v 32 C v 33 C v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H v 60 H v 61 H v 62 H v 63 H v 64 H e 0 1 = e 1 2 - e 1 22 - e 2 3 - e 2 4 - e 2 34 - e 3 4 - e 3 35 - e 3 36 - e 4 5 - e 4 21 - e 5 6 - e 5 37 - e 5 38 - e 6 7 - e 6 39 - e 6 40 - e 7 8 - e 7 20 - e 8 9 - e 8 41 - e 8 42 - e 9 10 - e 9 18 - e 10 11 - e 10 43 - e 11 12 - e 12 13 : e 12 17 : e 13 14 : e 13 44 - e 14 15 : e 14 45 - e 15 16 : e 15 46 - e 16 17 : e 16 47 - e 17 18 - e 18 19 = e 20 21 - e 20 48 - e 20 49 - e 21 50 - e 21 51 - e 22 23 - e 22 33 - e 23 24 - e 23 52 - e 23 53 - e 24 25 - e 24 54 - e 24 55 - e 25 26 - e 25 32 - e 26 27 : e 26 31 : e 27 28 : e 27 56 - e 28 29 : e 28 57 - e 29 30 : e 29 58 - e 30 31 : e 30 59 - e 31 60 - e 32 33 - e 32 61 - e 32 62 - e 33 63 - e 33 64 -
3.934,v 0 C v 1 O v 2 C v 3 O v 4 C v 5 C v 6 C v 7 C v 8 C v 9 C v 10 C v 11 C v 12 C v 13 C v 14 N v 15 C v 16 O v 17 C v 18 C v 19 C v 20 C v 21 C v 22 C v 23 C v 24 C v 25 C v 26 C v 27 C v 28 C v 29 C v 30 C v 31 O v 32 N v 33 N v 34 C v 35 O v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H v 60 H v 61 H v 62 H v 63 H v 64 H e 0 1 - e 0 36 - e 0 37 - e 0 38 - e 1 2 - e 2 3 = e 2 4 - e 4 5 - e 4 39 - e 4 40 - e 5 6 - e 5 17 - e 5 41 - e 6 7 - e 6 15 - e 7 8 - e 7 42 - e 8 9 : e 8 13 : e 9 10 : e 9 43 - e 10 11 : e 10 44 - e 11 12 : e 11 45 - e 12 13 : e 12 46 - e 13 14 - e 14 15 - e 14 47 - e 15 16 = e 17 18 - e 17 34 - e 18 19 - e 18 32 - e 19 20 - e 19 48 - e 19 49 - e 20 21 : e 20 25 : e 21 22 : e 21 50 - e 22 23 : e 22 51 - e 23 24 : e 23 31 - e 24 25 : e 24 26 - e 25 52 - e 26 27 - e 26 53 - e 26 54 - e 27 28 - e 27 55 - e 27 56 - e 28 29 - e 28 30 - e 28 31 - e 29 57 - e 29 58 - e 29 59 - e 30 60 - e 30 61 - e 30 62 - e 32 33 - e 32 63 - e 33 34 - e 33 64 - e 34 35 =
3.929,v 0 C v 1 S v 2 O v 3 O v 4 N v 5 C v 6 C v 7 O v 8 N v 9 N v 10 C v 11 C v 12 C v 13 C v 14 C v 15 C v 16 C v 17 Cl v 18 C v 19 C v 20 C v 21 C v 22 F v 23 F v 24 F v 25 C v 26 C v 27 C v 28 Cl v 29 H v 30 H v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H e 0 1 - e 0 29 - e 0 30 - e 0 31 - e 1 2 = e 1 3 = e 1 4 - e 4 5 - e 4 18 - e 5 6 - e 5 32 - e 5 33 - e 6 7 = e 6 8 - e 8 9 - e 8 34 - e 9 10 = e 10 11 - e 10 35 - e 11 12 : e 11 16 : e 12 13 : e 12 36 - e 13 14 : e 13 37 - e 14 15 : e 14 38 - e 15 16 : e 15 39 - e 16 17 - e 18 19 : e 18 27 : e 19 20 : e 19 40 - e 20 21 - e 20 25 : e 21 22 - e 21 23 - e 21 24 - e 25 26 : e 25 41 - e 26 27 : e 26 42 - e 27 28 -
3.818,v 0 C v 1 C v 2 O v 3 C v 4 C v 5 C v 6 C v 7 C v 8 C v 9 O v 10 N v 11 C v 12 C v 13 C v 14 C v 15 C v 16 C v 17 C v 18 O v 19 N v 20 C v 21 O v 22 C v 23 C v 24 Br v 25 C v 26 O v 27 C v 28 C v 29 O v 30 O v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H e 0 1 - e 0 31 - e 0 32 - e 0 33 - e 1 2 - e 1 34 - e 1 35 - e 2 3 - e 3 4 : e 3 25 : e 4 5 : e 4 36 - e 5 6 - e 5 22 : e 6 7 = e 6 37 - e 7 8 : e 7 20 : e 8 9 = e 8 10 : e 10 11 - e 10 17 : e 11 12 : e 11 16 : e 12 13 : e 12 38 - e 13 14 : e 13 39 - e 14 15 : e 14 40 - e 15 16 : e 15 41 - e 16 42 - e 17 18 = e 17 19 : e 19 20 : e 20 21 - e 21 43 - e 22 23 : e 22 44 - e 23 24 - e 23 25 : e 25 26 - e 26 27 - e 27 28 - e 27 45 - e 27 46 - e 28 29 = e 28 30 - e 30 47 -
3.95,v 0 C v 1 C v 2 O v 3 C v 4 O v 5 C v 6 C v 7 C v 8 N v 9 C v 10 C v 11 N v 12 C v 13 C v 14 C v 15 C v 16 C v 17 C v 18 C v 19 C v 20 C v 21 C v 22 N v 23 C v 24 O v 25 N v 26 C v 27 C v 28 C v 29 C v 30 C v 31 Cl v 32 C v 33 C v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H v 45 H v 46 H v 47 H v 48 H v 49 H v 50 H v 51 H v 52 H v 53 H v 54 H v 55 H v 56 H v 57 H v 58 H v 59 H v 60 H v 61 H v 62 H v 63 H v 64 H e 0 1 - e 0 34 - e 0 35 - e 0 36 - e 1 2 - e 1 37 - e 1 38 - e 2 3 - e 3 4 = e 3 5 - e 5 6 = e 5 26 - e 6 7 - e 6 22 - e 7 8 - e 7 39 - e 7 40 - e 8 9 - e 8 21 - e 9 10 - e 9 41 - e 9 42 - e 10 11 - e 10 43 - e 10 44 - e 11 12 - e 11 20 - e 12 13 : e 12 18 : e 13 14 : e 13 45 - e 14 15 - e 14 16 : e 15 46 - e 15 47 - e 15 48 - e 16 17 : e 16 49 - e 17 18 : e 17 50 - e 18 19 - e 19 51 - e 19 52 - e 19 53 - e 20 21 - e 20 54 - e 20 55 - e 21 56 - e 21 57 - e 22 23 - e 22 58 - e 23 24 = e 23 25 - e 25 26 - e 25 59 - e 26 27 - e 26 60 - e 27 28 : e 27 33 : e 28 29 : e 28 61 - e 29 30 : e 29 62 - e 30 31 - e 30 32 : e 32 33 : e 32 63 - e 33 64 -
3.836,v 0 O v 1 C v 2 N v 3 N v 4 C v 5 C v 6 O v 7 N v 8 C v 9 C v 10 C v 11 C v 12 C v 13 C v 14 C v 15 C v 16 C v 17 C v 18 C v 19 Br v 20 C v 21 C v 22 C v 23 C v 24 C v 25 C v 26 C v 27 C v 28 O v 29 H v 30 H v 31 H v 32 H v 33 H v 34 H v 35 H v 36 H v 37 H v 38 H v 39 H v 40 H v 41 H v 42 H v 43 H v 44 H e 0 1 = e 1 2 - e 1 22 - e 2 3 - e 2 29 - e 3 4 = e 4 5 - e 4 21 - e 5 6 = e 5 7 - e 7 8 - e 7 15 - e 8 9 - e 8 30 - e 8 31 - e 9 10 : e 9 14 : e 10 11 : e 10 32 - e 11 12 : e 11 33 - e 12 13 : e 12 34 - e 13 14 : e 13 35 - e 14 36 - e 15 16 : e 15 21 : e 16 17 : e 16 37 - e 17 18 : e 17 38 - e 18 19 - e 18 20 : e 20 21 : e 20 39 - e 22 23 : e 22 27 : e 23 24 : e 23 40 - e 24 25 : e 24 41 - e 25 26 : e 25 42 - e 26 27 : e 26 43 - e 27 28 - e 28 44 -
